Symbol,Company Name,Market Cap,% Change,Volume,Revenue
HOLX,"Hologic, Inc.",17.91B,1.49%,1160318,3.97B
BGNE,"BeiGene, Ltd.",17.77B,1.71%,132893,2.46B
BMRN,BioMarin Pharmaceutical Inc.,16.37B,-1.01%,111764,2.42B
TEVA,Teva Pharmaceutical Industries Limited,15.51B,1.33%,10701013,15.85B
VTRS,Viatris Inc.,14.65B,1.07%,7538,15.43B
DGX,Quest Diagnostics Incorporated,14.10B,0.37%,789122,9.25B
CRL,"Charles River Laboratories International, Inc.",13.53B,2.59%,305878,4.13B
NBIX,"Neurocrine Biosciences, Inc.",13.47B,2.33%,60,1.89B
RVTY,"Revvity, Inc.",13.40B,1.10%,438588,2.75B
INCY,Incyte Corporation,13.25B,-0.39%,13,3.70B
RDY,Dr. Reddy's Laboratories Limited,12.84B,0.97%,107335,2.99B
MEDP,"Medpace Holdings, Inc.",12.57B,-0.13%,322993,1.89B
FMS,Fresenius Medical Care AG & Co. KGaA,12.55B,2.99%,390174,21.62B
BRKR,Bruker Corporation,12.53B,1.83%,2322,2.96B
PODD,Insulet Corporation,12.27B,5.91%,355,1.70B
KRTX,"Karuna Therapeutics, Inc.",12.15B,-0.30%,231248,654.00K
TECH,Bio-Techne Corporation,12.09B,3.03%,127,1.14B
SNN,Smith & Nephew plc,12.06B,0.40%,1032827,5.55B
UHS,"Universal Health Services, Inc.",11.94B,0.98%,348862,14.28B
DVA,DaVita Inc.,11.52B,1.59%,627698,12.14B
SRPT,"Sarepta Therapeutics, Inc.",11.34B,0.39%,804081,1.24B
LEGN,Legend Biotech Corporation,11.33B,0.69%,40,-
UTHR,United Therapeutics Corporation,11.29B,1.26%,47,2.33B
EXAS,Exact Sciences Corporation,11.16B,9.22%,2307,2.50B
RGEN,Repligen Corporation,11.07B,1.71%,118,638.76M
NTRA,"Natera, Inc.",10.93B,1.60%,95,1.08B
TFX,Teleflex Incorporated,10.63B,1.95%,349662,2.97B
CTLT,"Catalent, Inc.",10.27B,-0.51%,2363315,4.10B
PEN,"Penumbra, Inc.",9.88B,1.38%,209669,1.06B
QGEN,Qiagen N.V.,9.86B,1.23%,901079,1.97B
THC,Tenet Healthcare Corporation,9.82B,0.84%,1434275,20.56B
CHE,Chemed Corporation,9.75B,2.16%,67228,2.26B
HSIC,"Henry Schein, Inc.",9.67B,-0.15%,896040,12.34B
BIO,"Bio-Rad Laboratories, Inc.",9.64B,1.85%,111366,2.67B
ATR,"AptarGroup, Inc.",9.55B,1.10%,241896,3.49B
SWAV,"ShockWave Medical, Inc.",9.53B,0.53%,331600,730.23M
BIO.B,"Bio-Rad Laboratories, Inc.",9.50B,1.70%,9,-
ROIV,Roivant Sciences Ltd.,8.99B,-3.63%,48,123.24M
ASND,Ascendis Pharma A/S,8.30B,0.18%,7,296.35M
VKTX,"Viking Therapeutics, Inc.",8.08B,-18.84%,322802,-
STVN,Stevanato Group S.p.A.,8.06B,-8.22%,870633,1.21B
ELAN,Elanco Animal Health Incorporated,7.91B,1.50%,2646138,4.42B
EHC,Encompass Health Corporation,7.75B,1.01%,597476,4.80B
ACHC,"Acadia Healthcare Company, Inc.",7.72B,-1.25%,2500,2.93B
PCVX,"Vaxcyte, Inc.",7.68B,0.79%,472736,-
APLS,"Apellis Pharmaceuticals, Inc.",7.53B,2.46%,5156,396.59M
CERE,"Cerevel Therapeutics Holdings, Inc.",7.51B,-,13126,-
GMED,"Globus Medical, Inc.",7.38B,-0.20%,686899,1.57B
JAZZ,Jazz Pharmaceuticals plc,7.26B,-0.70%,571482,3.83B
XRAY,DENTSPLY SIRONA Inc.,7.08B,0.03%,1555167,3.97B
ENSG,"The Ensign Group, Inc.",7.04B,-1.02%,219877,3.73B
HQY,"HealthEquity, Inc.",6.93B,-0.29%,401816,971.04M
CYTK,"Cytokinetics, Incorporated",6.89B,-1.56%,1497370,7.53M
MASI,Masimo Corporation,6.86B,3.47%,603149,2.05B
EXEL,"Exelixis, Inc.",6.70B,-1.30%,11662,1.83B
IONS,"Ionis Pharmaceuticals, Inc.",6.53B,0.86%,5,787.65M
CRSP,CRISPR Therapeutics AG,6.46B,-1.81%,15892,371.21M
ITCI,"Intra-Cellular Therapies, Inc.",6.39B,1.04%,104,464.37M
INSP,"Inspire Medical Systems, Inc.",6.09B,7.28%,683026,624.80M
RCM,R1 RCM Inc.,5.96B,1.87%,4332649,2.25B
BLCO,Bausch + Lomb Corporation,5.79B,-0.30%,208916,4.15B
OPCH,"Option Care Health, Inc.",5.69B,1.73%,767,4.30B
BPMC,Blueprint Medicines Corporation,5.65B,1.84%,336,249.38M
DOCS,"Doximity, Inc.",5.35B,2.06%,782175,468.33M
NUVL,"Nuvalent, Inc.",5.35B,-1.20%,348490,-
HALO,"Halozyme Therapeutics, Inc.",5.29B,0.05%,3540,829.25M
BBIO,"BridgeBio Pharma, Inc.",5.18B,1.87%,2549,9.30M
RVMD,"Revolution Medicines, Inc.",5.07B,2.10%,1,11.58M
TXG,"10x Genomics, Inc.",5.01B,-0.82%,157,618.73M
MDGL,"Madrigal Pharmaceuticals, Inc.",5.00B,-2.47%,736,-
ALKS,Alkermes plc,4.92B,1.76%,11502,1.66B
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,4.83B,-0.14%,1279296,-
KRYS,"Krystal Biotech, Inc.",4.80B,-2.80%,20,50.70M
IMVT,"Immunovant, Inc.",4.77B,-1.88%,852363,-
IOVA,"Iovance Biotherapeutics, Inc.",4.64B,-3.15%,18525,1.19M
OGN,Organon & Co.,4.54B,1.45%,1388951,6.26B
GRFS,"Grifols, S.A.",4.51B,2.56%,541406,6.45B
GKOS,Glaukos Corporation,4.36B,3.99%,594032,314.71M
MMSI,"Merit Medical Systems, Inc.",4.32B,0.69%,353187,1.26B
LNTH,"Lantheus Holdings, Inc.",4.31B,1.00%,1204,1.30B
ALVO,Alvotech,4.26B,0.25%,95877,63.75M
RARE,Ultragenyx Pharmaceutical Inc.,4.22B,-0.80%,534528,434.25M
INSM,Insmed Incorporated,4.12B,-0.79%,1243070,305.21M
ARWR,"Arrowhead Pharmaceuticals, Inc.",4.11B,-6.21%,10599,181.74M
SHC,Sotera Health Company,3.95B,-1.76%,2120025,1.05B
HAE,Haemonetics Corporation,3.95B,0.39%,450891,1.27B
ACAD,ACADIA Pharmaceuticals Inc.,3.88B,1.38%,850,726.44M
SWTX,"SpringWorks Therapeutics, Inc.",3.87B,0.15%,1102,5.45M
ITGR,Integer Holdings Corporation,3.87B,0.86%,311611,1.60B
EVH,"Evolent Health, Inc.",3.86B,0.98%,527177,1.96B
ACLX,"Arcellx, Inc.",3.85B,-2.99%,1434,110.32M
PRGO,Perrigo Company plc,3.84B,6.74%,3840513,4.66B
SGRY,"Surgery Partners, Inc.",3.82B,-2.60%,285,2.74B
AZTA,"Azenta, Inc.",3.74B,3.44%,351162,641.02M
CBAY,"CymaBay Therapeutics, Inc.",3.71B,0.03%,16203,31.07M
SEM,Select Medical Holdings Corporation,3.70B,0.46%,385523,6.66B
NEOG,Neogen Corporation,3.65B,0.18%,1423024,918.68M
FOLD,"Amicus Therapeutics, Inc.",3.63B,-2.46%,2101,399.36M
PBH,Prestige Consumer Healthcare Inc.,3.61B,1.69%,184470,1.13B
NVST,Envista Holdings Corporation,3.59B,1.39%,978527,2.57B
XENE,Xenon Pharmaceuticals Inc.,3.51B,0.44%,12,-
IRTC,"iRhythm Technologies, Inc.",3.47B,3.63%,29430,492.68M
IDYA,"IDEAYA Biosciences, Inc.",3.46B,-2.44%,648680,23.39M
AXSM,"Axsome Therapeutics, Inc.",3.45B,-0.15%,257,270.60M
AXNX,"Axonics, Inc.",3.44B,-0.16%,201,366.38M
CRNX,"Crinetics Pharmaceuticals, Inc.",3.39B,-2.34%,1745,4.01M
BHC,Bausch Health Companies Inc.,3.39B,0.54%,1223554,8.76B
IBRX,"ImmunityBio, Inc.",3.39B,-0.59%,7134,556.00K
RDNT,"RadNet, Inc.",3.32B,0.08%,195233,1.62B
SMMT,Summit Therapeutics Inc.,3.32B,-2.48%,494,-
OSCR,"Oscar Health, Inc.",3.29B,-4.15%,2990664,5.86B
PGNY,"Progyny, Inc.",3.28B,2.77%,142,1.09B
ARVN,"Arvinas, Inc.",3.25B,3.65%,5108,78.50M
IMCR,Immunocore Holdings plc,3.14B,-1.47%,269443,249.43M
BEAM,Beam Therapeutics Inc.,3.13B,-3.45%,2208,377.71M
GDRX,"GoodRx Holdings, Inc.",3.10B,-0.40%,7404,750.27M
CERT,"Certara, Inc.",3.10B,2.10%,475,354.34M
CLDX,"Celldex Therapeutics, Inc.",3.09B,-3.27%,4800,6.88M
INDV,Indivior PLC,3.05B,-,-,1.09B
AMED,"Amedisys, Inc.",3.04B,0.09%,190102,2.24B
QDEL,QuidelOrtho Corporation,2.94B,4.34%,336,3.00B
OLK,Olink Holding AB (publ),2.92B,0.69%,443776,158.93M
NTLA,"Intellia Therapeutics, Inc.",2.91B,0.23%,3870,36.28M
LIVN,LivaNova PLC,2.89B,1.28%,790822,1.15B
DNLI,Denali Therapeutics Inc.,2.86B,0.05%,619,330.53M
MLTX,MoonLake Immunotherapeutics,2.84B,0.82%,183,-
IART,Integra LifeSciences Holdings Corporation,2.82B,-0.03%,393768,1.54B
LFST,"LifeStance Health Group, Inc.",2.81B,-0.35%,1043854,1.06B
TGTX,"TG Therapeutics, Inc.",2.76B,-1.26%,9349,233.66M
TMDX,"TransMedics Group, Inc.",2.75B,3.25%,708,241.62M
MRUS,Merus N.V.,2.73B,-3.30%,944,43.95M
MOR,MorphoSys AG,2.68B,0.28%,315585,321.80M
KYMR,"Kymera Therapeutics, Inc.",2.66B,1.91%,527495,78.59M
CGON,"CG Oncology, Inc.",2.65B,-6.85%,28000,191.00K
PRVA,"Privia Health Group, Inc.",2.65B,3.86%,797686,1.66B
CNMD,CONMED Corporation,2.62B,0.48%,216298,1.24B
DNA,"Ginkgo Bioworks Holdings, Inc.",2.61B,-1.64%,17242607,251.46M
TDOC,"Teladoc Health, Inc.",2.57B,5.28%,4983660,2.60B
ICUI,"ICU Medical, Inc.",2.54B,1.82%,34,2.26B
EVO,Evotec SE,2.53B,1.13%,19477,-
PINC,"Premier, Inc.",2.53B,0.76%,20,1.32B
NARI,"Inari Medical, Inc.",2.52B,-1.63%,859326,493.63M
PRCT,PROCEPT BioRobotics Corporation,2.51B,4.47%,3,136.19M
FTRE,Fortrea Holdings Inc.,2.49B,0.82%,41,-
RCKT,"Rocket Pharmaceuticals, Inc.",2.49B,-0.90%,27,-
HCM,HUTCHMED (China) Limited,2.48B,-2.55%,100351,838.00M
RYTM,"Rhythm Pharmaceuticals, Inc.",2.48B,1.39%,103,77.43M
KROS,"Keros Therapeutics, Inc.",2.45B,5.73%,376931,151.00K
AGL,"agilon health, inc.",2.43B,2.60%,3154471,4.32B
ALPN,"Alpine Immune Sciences, Inc.",2.42B,-4.02%,4213,30.80M
PDCO,"Patterson Companies, Inc.",2.42B,0.63%,642642,6.57B
CORT,Corcept Therapeutics Incorporated,2.42B,1.52%,686177,482.38M
RXRX,"Recursion Pharmaceuticals, Inc.",2.41B,-1.50%,84844,44.58M
PTCT,"PTC Therapeutics, Inc.",2.36B,-0.39%,629503,937.82M
NMRA,"Neumora Therapeutics, Inc.",2.35B,3.26%,3037,-
VERA,"Vera Therapeutics, Inc.",2.33B,-5.60%,79,-
GLPG,Galapagos NV,2.28B,0.06%,1628,-
AMN,"AMN Healthcare Services, Inc.",2.27B,3.53%,778812,3.79B
AMPH,"Amphastar Pharmaceuticals, Inc.",2.26B,0.97%,189,644.40M
GH,"Guardant Health, Inc.",2.25B,7.58%,795,563.95M
TWST,Twist Bioscience Corporation,2.20B,-0.24%,5,262.36M
JANX,"Janux Therapeutics, Inc.",2.19B,-3.47%,1124,8.47M
DYN,"Dyne Therapeutics, Inc.",2.17B,-1.27%,5546,-
VCEL,Vericel Corporation,2.16B,-0.80%,101,197.52M
ARDX,"Ardelyx, Inc.",2.13B,-5.88%,19255,124.46M
SANA,"Sana Biotechnology, Inc.",2.10B,-1.54%,1153,-
NEO,"NeoGenomics, Inc.",2.04B,1.14%,529086,591.64M
MYGN,"Myriad Genetics, Inc.",2.02B,-0.57%,467671,753.20M
SNDX,"Syndax Pharmaceuticals, Inc.",2.00B,-1.18%,5,-
RXST,"RxSight, Inc.",1.99B,0.26%,371425,89.08M
CPRX,"Catalyst Pharmaceuticals, Inc.",1.96B,4.92%,5338,398.20M
OMI,"Owens & Minor, Inc.",1.96B,3.32%,351434,10.33B
NAMS,NewAmsterdam Pharma Company N.V.,1.94B,-5.08%,130998,15.66M
INMD,InMode Ltd.,1.92B,-0.40%,8787,492.05M
ZLAB,Zai Lab Limited,1.90B,-3.23%,121,266.72M
MORF,"Morphic Holding, Inc.",1.87B,-3.53%,300068,521.00K
SDGR,"Schrödinger, Inc.",1.86B,8.02%,1627,216.67M
ASTH,Astrana Health Inc,1.86B,2.03%,3254,1.39B
TNDM,"Tandem Diabetes Care, Inc.",1.82B,9.60%,3632215,747.72M
NVCR,NovoCure Limited,1.82B,3.84%,584,509.34M
PTGX,"Protagonist Therapeutics, Inc.",1.82B,-1.22%,351153,60.00M
PROK,ProKidney Corp.,1.81B,-1.78%,408,-
AGIO,"Agios Pharmaceuticals, Inc.",1.79B,-1.32%,336,26.82M
MRVI,"Maravai LifeSciences Holdings, Inc.",1.78B,-1.24%,37,288.95M
ATEC,"Alphatec Holdings, Inc.",1.78B,-1.00%,226,482.26M
AMAM,Ambrx Biopharma Inc.,1.77B,-,1422420,-
ATRC,"AtriCure, Inc.",1.77B,-1.56%,200,399.25M
HRMY,"Harmony Biosciences Holdings, Inc.",1.76B,1.17%,238,582.02M
AKRO,"Akero Therapeutics, Inc.",1.74B,2.93%,4338,-
STAA,STAAR Surgical Company,1.73B,-1.10%,51,322.42M
VCYT,"Veracyte, Inc.",1.71B,1.84%,1105,361.05M
KURA,"Kura Oncology, Inc.",1.70B,-1.94%,7,-
INBX,"Inhibrx, Inc.",1.69B,0.17%,394894,1.80M
SUPN,"Supernus Pharmaceuticals, Inc.",1.69B,-0.96%,314086,607.52M
DVAX,Dynavax Technologies Corporation,1.67B,0.71%,1553277,232.28M
GPCR,Structure Therapeutics Inc.,1.67B,-9.84%,4322,-
EWTX,"Edgewise Therapeutics, Inc.",1.65B,4.35%,3787,-
ADUS,Addus HomeCare Corporation,1.63B,1.36%,146,1.06B
RCUS,"Arcus Biosciences, Inc.",1.63B,-7.44%,476996,117.00M
AMRX,"Amneal Pharmaceuticals, Inc.",1.63B,-,22401,2.39B
APGE,"Apogee Therapeutics, Inc.",1.62B,-2.17%,128959,-
RNA,"Avidity Biosciences, Inc.",1.59B,-,1953836,9.56M
IMNM,"Immunome, Inc.",1.59B,3.80%,2582,10.19M
USPH,"U.S. Physical Therapy, Inc.",1.59B,0.28%,27808,604.80M
UFPT,"UFP Technologies, Inc.",1.58B,-0.38%,53074,400.07M
PRTA,Prothena Corporation plc,1.57B,-0.14%,381741,91.37M
TARO,Taro Pharmaceutical Industries Ltd.,1.56B,2.81%,88901,610.83M
BTSG,"BrightSpring Health Services, Inc.",1.54B,-0.77%,51580,8.83B
LMAT,"LeMaitre Vascular, Inc.",1.53B,1.31%,91121,193.48M
IRON,"Disc Medicine, Inc.",1.51B,-5.18%,616346,-
VIR,"Vir Biotechnology, Inc.",1.51B,3.11%,140,86.18M
KNSA,"Kiniksa Pharmaceuticals, Ltd.",1.50B,1.24%,520460,270.26M
WRBY,Warby Parker Inc.,1.47B,1.64%,900683,669.77M
NHC,National HealthCare Corporation,1.47B,0.59%,58294,1.14B
XNCR,"Xencor, Inc.",1.45B,-0.17%,7,168.34M
AVDL,Avadel Pharmaceuticals plc,1.45B,-1.75%,206,27.96M
FDMT,"4D Molecular Therapeutics, Inc.",1.45B,4.42%,146,20.72M
AHCO,AdaptHealth Corp.,1.44B,4.58%,2422,3.20B
ABCL,AbCellera Biologics Inc.,1.44B,0.82%,2374,38.03M
PCRX,"Pacira BioSciences, Inc.",1.42B,1.76%,1139,674.98M
ZJYL,Jin Medical International Ltd.,1.42B,-,3455,19.19M
ADMA,"ADMA Biologics, Inc.",1.41B,0.65%,9829,258.22M
ANIP,"ANI Pharmaceuticals, Inc.",1.41B,1.37%,193539,486.82M
MNKD,MannKind Corporation,1.39B,7.29%,20296,198.96M
PHR,"Phreesia, Inc.",1.39B,2.48%,1018919,337.88M
PHVS,Pharvaris N.V.,1.37B,2.85%,37894,-
DCPH,"Deciphera Pharmaceuticals, Inc.",1.37B,-,301,163.36M
VRNA,Verona Pharma plc,1.36B,-0.54%,107,-
DAWN,"Day One Biopharmaceuticals, Inc.",1.36B,-1.65%,551,-
TARS,"Tarsus Pharmaceuticals, Inc.",1.36B,-2.58%,289445,17.45M
IRWD,"Ironwood Pharmaceuticals, Inc.",1.35B,3.60%,2028,442.74M
AGTI,"Agiliti, Inc.",1.34B,-0.10%,940806,1.17B
ESTA,Establishment Labs Holdings Inc.,1.34B,1.32%,144,165.15M
RLAY,"Relay Therapeutics, Inc.",1.33B,-1.65%,684289,25.55M
MIRM,"Mirum Pharmaceuticals, Inc.",1.32B,-0.70%,301,144.73M
AUTL,Autolus Therapeutics plc,1.31B,-4.77%,1908590,5.52M
SAGE,"Sage Therapeutics, Inc.",1.30B,1.14%,611346,86.46M
SLNO,"Soleno Therapeutics, Inc.",1.29B,-3.09%,1733647,-
AMLX,"Amylyx Pharmaceuticals, Inc.",1.29B,-0.42%,9996107,380.79M
BLTE,"Belite Bio, Inc",1.29B,0.17%,49340,-
OMCL,"Omnicell, Inc.",1.28B,0.97%,413057,1.15B
MGNX,"MacroGenics, Inc.",1.27B,-4.47%,1783,58.75M
IMTX,Immatics N.V.,1.27B,-1.87%,446619,80.56M
LGND,Ligand Pharmaceuticals Incorporated,1.27B,-0.33%,134282,-
VERV,"Verve Therapeutics, Inc.",1.25B,-0.86%,936900,11.76M
EYPT,"EyePoint Pharmaceuticals, Inc.",1.24B,-1.67%,7083,42.52M
TLRY,"Tilray Brands, Inc.",1.23B,0.61%,291980,700.50M
PACB,"Pacific Biosciences of California, Inc.",1.23B,9.94%,37792,200.52M
VRDN,"Viridian Therapeutics, Inc.",1.22B,4.25%,2,314.00K
ARQT,"Arcutis Biotherapeutics, Inc.",1.21B,-0.57%,6277,59.61M
ETNB,"89bio, Inc.",1.20B,7.34%,11977,-
OCUL,"Ocular Therapeutix, Inc.",1.19B,-4.25%,1936809,57.72M
MDXG,"MiMedx Group, Inc.",1.19B,0.99%,540585,321.48M
SRRK,Scholar Rock Holding Corporation,1.18B,-2.20%,2008,-
KYTX,"Kyverna Therapeutics, Inc.",1.17B,1.84%,1049,282.00K
COLL,"Collegium Pharmaceutical, Inc.",1.17B,1.42%,401,566.77M
TVGN,Tevogen Bio Holdings Inc,1.17B,-3.66%,5,-
GERN,Geron Corporation,1.15B,-,18484,237.00K
TNGX,"Tango Therapeutics, Inc.",1.12B,-2.48%,248115,37.51M
BKD,Brookdale Senior Living Inc.,1.11B,5.03%,1062006,3.02B
CNTA,Centessa Pharmaceuticals plc,1.08B,0.27%,100,-
BCRX,"BioCryst Pharmaceuticals, Inc.",1.07B,-0.58%,7252,331.41M
QTRX,Quanterix Corporation,1.07B,-0.81%,4355,122.37M
ORIC,"ORIC Pharmaceuticals, Inc.",1.07B,-0.75%,621,-
ZNTL,"Zentalis Pharmaceuticals, Inc.",1.05B,1.85%,1443018,-
RGNX,REGENXBIO Inc.,1.04B,-3.21%,20266,90.24M
LQDA,Liquidia Corporation,1.04B,0.22%,1000847,18.32M
TYRA,"Tyra Biosciences, Inc.",1.02B,-1.12%,190698,-
ALHC,"Alignment Healthcare, Inc.",1.02B,0.37%,7658,1.82B
PRME,"Prime Medicine, Inc.",1.02B,-3.33%,424938,-
ARCT,Arcturus Therapeutics Holdings Inc.,993.84M,-1.56%,320,296.24M
SYRE,"Spyre Therapeutics, Inc.",990.58M,-3.50%,8,886.00K
DH,Definitive Healthcare Corp.,986.52M,2.95%,234327,251.42M
NRC,National Research Corporation,962.05M,0.22%,42365,148.58M
FNA,"Paragon 28, Inc.",955.94M,6.65%,500411,216.39M
INVA,"Innoviva, Inc.",953.47M,-0.66%,1215240,310.46M
CABA,"Cabaletta Bio, Inc.",951.90M,-0.98%,3794,-
PLRX,"Pliant Therapeutics, Inc.",944.55M,-0.26%,817,1.58M
CRGX,"CARGO Therapeutics, Inc.",941.12M,21.85%,15076,-
ALLO,"Allogene Therapeutics, Inc.",937.30M,-1.07%,15605,186.00K
CTKB,"Cytek Biosciences, Inc.",935.27M,1.20%,497747,183.12M
BCYC,Bicycle Therapeutics plc,933.37M,2.84%,176931,26.98M
HCSG,"Healthcare Services Group, Inc.",933.03M,-1.01%,2011,1.67B
SLN,Silence Therapeutics plc,930.40M,1.12%,183919,28.04M
HLVX,"HilleVax, Inc.",902.87M,-1.43%,136854,-
AVNS,"Avanos Medical, Inc.",902.81M,0.77%,173432,673.30M
SLP,"Simulations Plus, Inc.",879.25M,0.12%,114995,62.11M
SPRY,"ARS Pharmaceuticals, Inc.",863.50M,0.34%,2,1.35M
SAVA,"Cassava Sciences, Inc.",857.59M,-2.97%,15017,-
EOLS,"Evolus, Inc.",854.28M,4.82%,1718,202.09M
WVE,Wave Life Sciences Ltd.,847.42M,8.43%,7437,113.31M
FATE,"Fate Therapeutics, Inc.",828.63M,4.64%,2077,63.53M
SLRN,"Acelyrin, Inc.",818.63M,-1.23%,877910,-
TMCI,"Treace Medical Concepts, Inc.",818.26M,-0.08%,293576,187.12M
AORT,"Artivion, Inc.",808.84M,2.40%,142040,354.00M
ZYME,Zymeworks Inc.,804.32M,-6.46%,1507160,76.01M
ATXS,"Astria Therapeutics, Inc.",801.59M,-0.68%,1591,-
HSTM,"HealthStream, Inc.",800.84M,1.21%,86949,279.06M
AUPH,Aurinia Pharmaceuticals Inc.,793.95M,-1.27%,11249,175.51M
YMAB,"Y-mAbs Therapeutics, Inc.",787.55M,-1.95%,17,84.82M
NVAX,"Novavax, Inc.",785.14M,-,20801,983.71M
OLMA,"Olema Pharmaceuticals, Inc.",782.38M,-1.68%,475067,-
EMBC,Embecta Corp.,775.59M,3.19%,266285,1.12B
NKTX,"Nkarta, Inc.",772.40M,-5.28%,1719,-
BLFS,"BioLife Solutions, Inc.",771.21M,-1.48%,1166,143.27M
ALXO,ALX Oncology Holdings Inc.,770.20M,9.95%,8109,-
SVRA,Savara Inc.,756.56M,3.14%,1557,-
LAB,Standard BioTools Inc.,754.31M,5.38%,3307416,106.34M
CRON,Cronos Group Inc.,751.16M,0.51%,4689,87.24M
PRAX,"Praxis Precision Medicines, Inc.",751.01M,-3.03%,109,2.45M
TRML,"Tourmaline Bio, Inc.",746.59M,2.53%,747,-
CVAC,CureVac N.V.,744.55M,1.52%,498887,45.62M
MD,"Pediatrix Medical Group, Inc.",743.65M,-0.34%,528236,1.99B
FULC,"Fulcrum Therapeutics, Inc.",743.22M,-5.75%,26111,2.81M
PHAR,Pharming Group N.V.,738.28M,3.70%,623,232.68M
